identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines,activity,x_umap_2D,y_umap_2D,x_umap_3D,y_umap_3D,z_umap_3D,x_pca_3D,y_pca_3D,z_pca_3D,variance,x_tsne_2D,y_tsne_2D,x_tsne_3D,y_tsne_3D,z_tsne_3D
None|Nana_c3_dn_2|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10.0,,8.209995,13.776513,4.978406,6.958588,3.6689274,0.0030074269286461553,0.06051969689758311,-0.21944138011725675,,-11.140859,5.050099,0.32349867,4.807861,4.062649
None|Nana_c3_dn_25|Naja_naja,Ly6E,Ly-6,Ly6E,Secreted,MKT,11.0,,3.8876216,12.201317,4.2651305,7.555344,0.2057823,0.7419573349539194,0.1950696237475023,-0.20393759137818424,,-41.347084,23.962059,15.593811,7.2221036,4.059985
None|Nana_c3_dn_3|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,7.947349,13.430593,5.6024313,6.545167,3.3563318,0.06724982548105103,0.14324141063492613,-0.25444051971783804,,-10.827408,7.442747,1.6508563,6.9237723,3.5173874
None|Nana_c3_dn_5|Naja_naja,Non-standard,Non-standard,,Secreted,,11.0,,7.387171,13.173603,5.7119956,6.774068,2.8554404,0.19330468086843486,0.12439645213980342,-0.18986352063484876,,-14.101668,8.707642,4.479153,6.2690487,3.2563963
None|Nana_c3_dn_7|Naja_naja,PSCA,Ly-6,PSCA,Membrane,MKA,11.0,,-3.2356184,6.335074,-2.8995955,4.9469204,-0.3493512,0.9748383867871844,0.22165156968357072,0.33332740558845964,,47.83293,26.951313,19.5346,-9.845525,1.413274
None|Nana_c3_dn_9|Naja_naja,Reptilian Ly6 group 5,Ly-6,Reptilian Ly6 group 5,Membrane,,11.0,,-3.2161143,7.128221,-2.5963929,5.002093,-0.0035631729,0.9158498329854757,0.021131812432790813,0.3442267690005661,,44.214622,29.610647,18.724571,-6.8977776,3.3183265
None|Nana_c4_dn_1|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,7.6578455,12.668301,5.9865913,7.280038,2.9801435,0.12252924097222573,-0.051803572685498726,-0.19856511831438753,,-16.571316,6.6246567,4.2220287,3.6181338,2.5583923
SP|P29179|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10.0,,8.4198675,13.184485,5.963858,6.8862634,3.6884181,-0.06651972954632385,0.1725462596700862,-0.15830683248576136,,-8.732945,7.0637727,0.16782957,5.651417,5.942541
SP|P29180|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10.0,,8.265996,13.749282,5.058524,6.8444123,3.6665661,0.002343796598200369,0.10531526765712218,-0.22292407516956553,,-10.721277,5.375066,0.1978194,5.5651345,3.9010556
SP|P29181|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10.0,,8.430701,13.944226,5.2029996,6.750024,3.888957,-0.05900139524732953,0.11713083687922596,-0.26236580269191473,,-9.413204,4.087386,-0.8083177,6.0274363,2.4406254
SP|P29182|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10.0,,8.195147,13.958555,5.11895,6.931349,3.7673383,-0.00843418916735585,0.12046562855775293,-0.2698101278492818,,-10.063303,4.0214667,-0.4767029,5.1473145,1.6463621
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_12|Naja_naja,Short-chain,Short-chain,,Secreted,,8.0,,11.503209,10.769592,7.032298,7.8097596,6.582221,-0.22982393214070476,-0.017036156463425624,0.022658714505646466,,7.0343223,-9.087359,-7.4250574,-1.0588421,-5.054267
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_14|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,12.750366,-0.56373763,10.9424,0.80557805,3.9781485,-0.2645949963118948,0.5876935360265184,0.02187475220075617,,1.8302361,39.27849,-1.9129622,17.302807,-3.3584347
None|Nana_c3_28|Naja_naja,Short-chain,Short-chain,,Secreted,,8.0,,12.715062,9.308445,8.222089,9.04165,6.173174,-0.10481880202478258,-0.1962708970904106,-0.04988567245032803,,14.886392,-10.973023,-6.574808,-4.498209,4.2563868
None|Nana_c3_dn_1|Naja_naja,Short-chain,Short-chain,,Secreted,MKT,8.0,4.0,16.686975,7.811598,8.631886,10.752324,9.947734,-0.41578496999444764,-0.32988838374444346,0.19515425962901703,,24.700052,-31.714882,-13.67898,-13.63708,-1.1964054
None|Nana_c3_dn_14|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,12.950512,0.24648455,9.998578,0.16006362,3.6257093,-0.1928721153795482,0.6969802239442965,0.07270478030106868,,5.6724706,40.287888,-5.703308,17.927443,-4.545232
None|Nana_c3_dn_15|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,,11.388505,0.3009178,9.273402,1.6287755,3.2494533,-0.24730670518961065,0.8453249019648881,0.013503335442819913,,3.1827085,46.613148,-3.1472497,20.823774,-0.14209588
None|Nana_c3_dn_18|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,9.0,,12.971324,-0.7564224,10.91481,0.58363944,3.9333405,-0.15688402492559744,0.40196353231295395,0.013335053335086597,,0.17446302,37.918922,-2.064233,15.87147,-5.568245
None|Nana_c3_dn_20|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,13.097915,-0.69080406,11.139606,0.54571944,3.461668,-0.2787433872459688,0.4490971288685258,0.06838658594408145,,2.6525028,37.59052,-2.5372689,15.438434,-4.140054
None|Nana_c3_dn_23|Naja_naja,Short-chain,Short-chain,,Secreted,MKI,8.0,,11.598812,10.476916,7.048249,7.813952,6.4723463,-0.24965139455463992,-0.08746642054211609,0.027502466457650483,,7.234162,-9.48419,-7.7889924,-1.2000757,-5.519517
None|Nana_c3_dn_24|Naja_naja,Short-chain,Short-chain,,Secreted,,8.0,,11.311636,10.035264,7.633968,7.7512407,6.2019544,-0.14487231263159378,-0.04365990551053591,-0.0144412218208748,,8.364607,-7.761557,-8.391146,-1.1797792,-2.774979
None|Nana_c3_dn_26|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,,13.153395,-0.94908357,11.243705,0.8429146,3.8709877,-0.24315803738616557,0.4545147227992446,0.04940200114183403,,1.1867718,37.315292,-0.99169415,15.58841,-3.3213975
None|Nana_c3_dn_27|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,,12.785103,-0.87831575,11.094574,0.6270708,4.004402,-0.20584973553623376,0.5577354595423727,0.03216810378290318,,0.62254375,38.88908,-1.1273216,16.701416,-4.6993995
None|Nana_c3_dn_4|Naja_naja,Short-chain,Short-chain,,Secreted,,9.0,,17.083601,8.603192,8.278507,11.391224,9.854519,-0.4387339988419786,-0.4029965357779888,0.13542531010717979,,19.48723,-31.806086,-10.191657,-15.246533,-0.1425683
None|Nana_c3_dn_6|Naja_naja,Short-chain,Short-chain,,Secreted,,8.0,,8.69118,13.139942,5.976046,6.281104,3.8662815,0.10471790398355095,0.1265315409655542,-0.1931182769452569,,-2.9972327,2.4872866,0.29093218,4.9570684,-2.7225487
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_1|Naja_naja,Short-chain,Short-chain,,Secreted,MKT,8.0,,13.092699,9.355687,8.273369,9.278986,6.713514,-0.1985097687517036,-0.14884590847199589,0.01722629548264817,,13.961211,-14.441828,-9.273741,-4.2784305,3.034755
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_2|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,,10.943169,2.187598,9.357575,2.7428758,4.6459727,-0.09216712227849536,0.6661167424184063,-0.011370857320795517,,-3.9215066,48.20458,-0.22047776,19.997255,3.919922
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_3|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,,11.207797,1.8491285,9.524924,2.6705227,4.3517137,-0.05618473402106879,0.7146058150717011,-0.004362082193542215,,-3.9562979,49.080215,-0.6904146,20.092619,4.9696307
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_4|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,,12.831645,-0.68025935,10.802409,0.8291683,3.902159,-0.2636217528954459,0.5709956883093369,0.031443103403678445,,1.9093282,38.7897,-2.4231513,16.715036,-3.7295046
SP|C0HM08|Naja_naja,Short-chain,Short-chain,,Secreted,,8.0,,16.72596,8.148832,8.437568,11.023627,9.678464,-0.36721073230689755,-0.3646990672843733,0.21159198763627826,,23.048487,-32.413353,-12.596366,-13.378547,-2.7841759
SP|P01440|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,11.597964,0.43220407,9.193899,1.4253274,3.2087731,-0.2691240912810942,0.8489978381245413,0.020991749076849836,,3.6129398,46.36117,-3.445801,21.14717,-0.79755354
SP|P01447|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,13.298461,-0.6548746,11.162862,0.7002549,3.5895987,-0.3010097323734071,0.38451708596680295,0.07417320829183328,,2.6527655,37.10754,-2.76388,14.822526,-3.7680202
SP|P24780|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,13.189735,-0.5960814,11.046196,0.5472534,3.6160886,-0.311924851874441,0.5010616145595213,0.06895888359175992,,2.0619917,37.889465,-2.5171206,15.591714,-2.83562
SP|P86382|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,13.147481,-0.6565882,10.940845,0.6809765,3.776937,-0.2517298015736765,0.4599091078523195,0.048985648919814516,,3.0843353,37.831085,-3.0815947,15.729863,-4.468346
SP|P86538|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,12.917177,0.20529689,10.130317,0.34631544,3.7247882,-0.16773062548368534,0.6273915673372793,0.07043295299664021,,5.7231426,39.912666,-5.440246,17.804304,-5.0429673
SP|P86540|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,13.14441,-0.3372873,10.759573,0.48313853,3.6207938,-0.2598430115679357,0.5031977135174702,0.04545573245562601,,3.8262706,38.12872,-3.8703306,15.981572,-4.680425
SP|P86541|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,11.270379,0.69655436,9.297624,1.5528415,3.4705346,-0.2047089708523317,0.842149995700111,-0.004893279998505227,,2.642256,46.830353,-2.416066,21.240335,0.09449955
NCBI|NAJMO_GIJF01000694.1_C620_375|Naja_nigricollis,Short-chain,Short-chain,,Secreted,,8.0,,17.246914,8.301603,7.77712,10.97703,9.75397,-0.3104899977993568,-0.35956595842410727,0.07562118076832049,,20.393974,-33.766212,-9.980818,-13.591405,-2.7580576
NCBI|NAJMO_GIJF01000822.1_C570_316|Naja_nigricollis,Short-chain,Short-chain,,Secreted,,8.0,,11.5373955,10.346321,7.3004675,7.859307,6.4915633,-0.2494232950797468,-0.09468557770283566,0.020029634249500657,,7.5939374,-9.082231,-7.853356,-1.6442422,-4.4307637
NCBI|NAJMO_GIJF01002765.1_C269_63|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9.0,,11.705507,0.7456718,8.961312,1.4133115,3.9004796,-0.23550308628108574,0.7183416346831978,0.12725893800024432,,0.7532062,49.15251,-5.6273427,20.6772,2.7590225
NCBI|NAJNI_GIJG01001078.1_C500_294|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9.0,,11.530678,0.78297126,8.923772,1.6059428,3.8778503,-0.2850201394729659,0.7910492565318384,0.0049513520314557816,,0.5798766,46.757977,-2.9321973,19.221334,1.7111555
NCBI|NAJNI_GIJG01001188.1_C432_220|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9.0,,8.442411,13.325171,5.8807282,6.104658,3.5909534,0.13355039415171993,0.19497945574709685,-0.12275100867788045,,-5.503241,3.3445718,1.908699,6.6938314,-1.1089368
NCBI|NAJNI_GIJG01001191.1_C479_237|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,8.414018,13.101832,5.759592,6.3636746,3.7133265,-0.009460271355226068,0.12311890304504074,-0.09554545715487249,,-5.5939107,3.3309221,1.9392545,6.7218676,-1.0542244
NCBI|NAJNI_GIJG01001632.1_C398_189|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9.0,,11.706425,1.0864856,9.055925,1.6144793,4.132319,-0.1179964045383069,0.7736819790019455,-0.011085440868192997,,1.2229443,50.351665,-5.460373,19.326975,3.738959
SP|P0DSN1|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,11.584669,0.9804239,9.205252,1.8425572,4.1177115,-0.24236882236045534,0.775122493298809,0.004967696968133185,,0.4869738,47.189186,-3.5614655,19.191153,2.0053663
SP|P01390|Naja_nivea,Long-chain,Long-chain,,Secreted,,10.0,class2c,11.645933,18.616941,4.136917,13.573989,0.8353917,-0.14829760247890947,-0.12105197317113074,-0.000187757354166758,,-16.019506,-39.773594,5.891222,-15.924934,-3.8639755
SP|P25680|Naja_nivea,Plesiotypic,Plesiotypic,,Secreted,,10.0,,8.159843,13.952762,5.0728493,6.7749276,3.803392,-0.017060583470250995,0.11223384989888788,-0.2791883346903819,,-9.260472,4.5648255,-0.054570597,6.086634,2.0039532
NCBI|NAJNI_GIJH01000740.1_C512_282|Naja_nivea,Short-chain,Short-chain,,Secreted,,9.0,,15.321024,7.0552373,8.73954,9.469851,9.150099,-0.44735556932700954,-0.14029647010104632,0.15428233251543036,,25.337093,-22.975792,-15.623425,-7.6887007,0.55799836
NCBI|NAJNI_GIJH01000756.1_C445_239|Naja_nivea,Short-chain,Short-chain,S-type cytotoxin,Secreted,,9.0,,13.574454,-0.0814304,10.677343,0.6058877,3.0703478,-0.3519144081907412,0.48708441975859457,0.12111089818558567,,5.8964157,36.78942,-5.1002383,14.781912,-2.4297607
SP|P01423|Naja_nivea,Short-chain,Short-chain,,Secreted,,8.0,,16.117826,7.060325,8.458164,9.832248,9.82861,-0.452594462389523,-0.24841691001974245,0.13627558828811207,,27.762781,-28.427584,-16.51637,-11.400699,0.4280257
SP|P01456|Naja_nivea,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,13.325112,-0.17853618,10.654619,0.48547643,3.2054,-0.37576499157115734,0.3836673905638,0.12387217309576785,,6.3544445,36.12751,-5.638792,13.856326,-2.473227
SP|P01458|Naja_nivea,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,13.3365345,-0.14824381,10.461575,0.6387976,3.2403016,-0.3525530664123045,0.5111852164705539,0.08760685105252772,,5.9762,37.316395,-5.1620474,15.394372,-2.184009
SP|P01463|Naja_nivea,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,12.254204,1.0014596,9.047088,0.99708766,3.8922803,-0.2401540089703996,0.7783056514818398,0.014340987555514419,,7.3523006,45.457664,-6.6169276,18.764055,1.1351072
NCBI|NAJNU_GIJI01001285.1_C460_209|Naja_nubiae,Long-chain,Long-chain,,Secreted,,10.0,,11.251971,19.969805,4.636055,14.732167,0.07128433,-0.3501538043235132,-0.15750375024669647,0.09159824443910616,,-17.043745,-46.57902,0.89721483,-17.061487,-6.918739
NCBI|NAJNU_GIJI01001525.1_C450_190|Naja_nubiae,Non-standard,Non-standard,Bungarus non-standard,Secreted,,11.0,,11.378658,17.656898,4.811458,12.8390045,1.388898,-0.039111148832075185,-0.2605800785960435,-0.13422769971249862,,-11.634964,-27.313425,2.3677328,-12.930702,1.7880272
NCBI|NAJNU_GIJI01001829.1_C373_116|Naja_nubiae,Plesiotypic,Plesiotypic,,Secreted,,10.0,,8.428748,13.653342,4.9346194,7.1311526,3.5194921,0.020446484031760245,0.02988440461824804,-0.2364645144275759,,-11.349241,4.1975727,0.39265248,4.4963098,2.8869584
NCBI|NAJNU_GIJI01000015.1_C2405_2196|Naja_nubiae,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9.0,,11.600011,1.0214517,9.108999,1.5538611,4.123614,-0.11396490345075294,0.7657870079301212,-0.04641395436492213,,1.2249095,50.331055,-5.436615,19.317085,3.71171
NCBI|NAJNU_GIJI01000526.1_C465_223|Naja_nubiae,Short-chain,Short-chain,,Secreted,,8.0,,16.981438,6.863905,8.816255,10.25113,10.776548,-0.46849216511905345,-0.28394998658917103,0.2748044991979516,,27.517693,-32.764828,-16.1739,-14.977028,-1.0302126
NCBI|NAJNU_GIJI01001024.1_C456_214|Naja_nubiae,Short-chain,Short-chain,,Secreted,,9.0,,15.25045,7.142401,8.719529,9.278975,9.148904,-0.5000338917249582,0.08134610657398159,0.12624330320008667,,26.020477,-22.545986,-16.622389,-7.1444507,1.1566474
NCBI|NAJNU_GIJI01001548.1_C448_212|Naja_nubiae,Short-chain,Short-chain,,Secreted,,9.0,,11.368966,10.78467,7.4108233,7.2974324,6.3751073,-0.2260355916843385,0.028525097732245406,0.06683645650306427,,5.5183616,-7.8640842,-6.18934,-0.6529801,-3.0863543
SP|P01382|Naja_oxiana,Long-chain,Long-chain,,Secreted,,10.0,class2a,10.310053,18.596756,4.7613797,13.199545,0.23911792,-0.08041322170145784,-0.19188400787854598,0.027715700870994543,,-22.569038,-36.19839,7.1151843,-12.091049,-7.811789
SP|P85520|Naja_oxiana,Plesiotypic,Plesiotypic,,Secreted,,10.0,,8.444965,13.545708,5.0300293,7.1127133,3.6437504,-0.02276970878513876,0.06271990958255085,-0.19490746703046768,,-11.074634,4.4373407,-0.22528644,4.4959445,3.496839
SP|P01441|Naja_oxiana,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,11.124728,0.678466,9.076902,1.8636075,3.6766508,-0.1938728587759512,0.9059014833743078,0.047853308356224526,,3.0557709,48.45649,-3.7785897,21.776014,1.6772999
SP|P01451|Naja_oxiana,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,12.976003,0.25445458,10.02902,0.30078882,3.7052956,-0.2435712625213404,0.689474921825646,0.029535972379653042,,4.516857,40.940365,-4.645151,18.139648,-3.07397
SP|Q9PS34|Naja_oxiana,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,11.1411495,0.76486987,9.113395,1.9412857,3.430665,-0.18179048218410257,0.8879324233852822,0.027004742107644874,,2.8173604,48.413395,-3.5131748,21.439005,1.7787045
NCBI|NAJPA_GIJJ01000770.1_C467_213|Naja_pallida,Short-chain,Short-chain,,Secreted,,8.0,,11.260045,10.368292,7.084457,7.749402,6.240609,-0.1265458170515158,-0.07468449196257637,-0.007027552311759823,,8.242121,-7.660688,-8.420277,-0.82084113,-2.862038
NCBI|NAJPA_GIJJ01001129.1_C372_115|Naja_pallida,Short-chain,Short-chain,,Secreted,,8.0,,13.121683,9.541557,8.089457,9.37431,6.517303,-0.21532604360624447,-0.2094208456535181,-0.0974421006851608,,14.365994,-13.30021,-8.066492,-5.239219,2.5187502
NCBI|NAJPA_GIJJ01001759.1_C249_13|Naja_pallida,Short-chain,Short-chain,,Secreted,,9.0,,17.108519,7.9514923,8.220013,10.781898,10.119862,-0.3589190445495683,-0.3809714621350529,0.17298537193890745,,23.57698,-33.686188,-14.201324,-14.112305,-3.346243
SP|P01426|Naja_pallida,Short-chain,Short-chain,,Secreted,,8.0,Competitive antagonist,16.917425,7.102246,8.718051,10.531484,10.578176,-0.4086622715007019,-0.29202054420537016,0.2572869162814767,,26.948387,-32.801476,-15.555719,-14.904746,-0.9960712
SP|P01468|Naja_pallida,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,11.7751665,0.91747916,8.99492,1.499407,3.7532117,-0.2533000427583639,0.835709738411679,0.04747333699826916,,1.2647282,48.318123,-5.1133113,19.824873,1.8391066
NCBI|NAJPH_GIJK01000105.1_C1082_864|Naja_philippinensis,Non-standard,Non-standard,,Secreted,,10.0,,11.653658,10.0165415,7.5377083,7.981357,6.4940434,-0.25956214419028495,-0.03716422454686011,0.07391855756776847,,9.266321,-8.03905,-9.430268,-1.6334474,-3.0447326
NCBI|NAJPH_GIJK01000671.1_C406_203|Naja_philippinensis,Non-standard,Non-standard,,Secreted,,10.0,,16.230148,7.861057,8.555758,10.435345,9.576967,-0.45455909262583266,-0.31593429974061576,0.16961458705823484,,24.537233,-30.405018,-13.757412,-12.043903,-0.9911739
NCBI|NAJPH_GIJK01000704.1_C431_213|Naja_philippinensis,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,9.0,,12.088893,9.315701,8.167232,8.506193,6.125045,-0.2192245516436754,-0.08249722680221995,-0.024282266504237874,,14.730014,-7.97298,-6.918424,-2.406442,5.5469975
NCBI|NAJPH_GIJK01001248.1_C249_16|Naja_philippinensis,Non-standard,Non-standard,,Secreted,,11.0,,16.841244,7.7232447,8.629763,10.62783,10.124955,-0.46170809323496476,-0.26332589224716185,0.17854701720310956,,25.694365,-30.9157,-13.887882,-13.756029,0.43824908
SP|P60773|Naja_philippinensis,Short-chain,Short-chain,,Secreted,,8.0,,16.671728,7.748345,8.361896,10.485445,10.033603,-0.4154112711425268,-0.30651109016893996,0.19862573009946902,,25.0819,-31.535366,-14.2697735,-13.350108,-1.1124105
SP|P83345|Naja_sagittifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,11.989824,-0.17764612,9.89944,1.3378029,3.4088843,-0.2826600816412201,0.6865832243351652,0.04903532365455145,,2.2072055,43.308987,-2.4448178,18.106535,-0.8967372
NCBI|NAJSI_GIJL01002105.1_C250_44|Naja_siamensis,Long-chain,Long-chain,,Secreted,,10.0,,11.665136,19.744398,4.211861,14.536824,0.53439265,-0.3647102150865312,-0.19470235626723706,0.14242612449207365,,-15.155891,-45.04193,1.2501943,-16.786955,-5.164996
NCBI|NAJSI_GIJL01000963.1_C467_213|Naja_siamensis,Short-chain,Short-chain,,Secreted,,8.0,,9.00646,13.189766,6.1076484,6.305596,4.1106453,0.05053474056308887,0.05641082651494112,-0.14023812609491793,,-2.881956,2.0483572,-0.20215191,4.5168066,-2.5331826
SP|O42257|Naja_sputatrix,Long-chain,Long-chain,,Secreted,MKT,10.0,class2c,11.718034,19.105152,4.0638475,14.033026,0.38519952,-0.13123539955123317,-0.22816857546351227,0.07477849154563031,,-14.703292,-40.291573,4.2889156,-15.743556,-2.5634785
SP|O93472|Naja_sputatrix,Non-standard,Non-standard,P-type cytotoxin,Secreted,MKT,7.0,,11.460349,0.39838788,9.185098,1.7052308,3.1006231,-0.25716754842302086,0.7781025521533985,0.024737764744792178,,2.3638775,45.983765,-2.2284765,21.83813,-1.1098996
SP|O42255|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,7.4571733,13.485669,5.5345507,6.3271036,3.1229649,0.1515986444788742,0.15786947286407826,-0.2517527630727653,,-12.213264,8.338217,2.359391,7.3361473,1.9185469
SP|O42256|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,7.5580535,13.313911,5.601681,6.4289017,2.9540596,0.15850787029547356,0.1571500708366373,-0.25202017104848423,,-12.355376,8.214817,2.7067568,6.8404374,1.8215632
SP|Q802B2|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,8.356605,14.008447,5.0956984,6.745141,3.8972387,-0.05819661744314449,0.11276026708815501,-0.2414250136767321,,-9.688886,3.7004156,-1.1330322,5.393593,2.396582
SP|Q802B3|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,7.439722,13.471888,5.750745,6.2965145,2.899375,0.17270733378083333,0.17393269199944492,-0.2585895902726779,,-12.026772,8.582974,3.160797,7.1923804,2.2029698
SP|Q9W7I3|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,7.532328,13.369389,5.6089406,6.322747,3.1151671,0.13612092499005693,0.17918500527360076,-0.2554090714031065,,-11.830367,8.566412,3.068479,7.4773755,2.4841213
SP|O57326|Naja_sputatrix,Short-chain,Short-chain,,Secreted,MKT,8.0,,16.895788,8.50476,8.189997,11.243568,9.6206455,-0.34597492263611557,-0.3849060068514437,0.15478459995749594,,21.370298,-32.64158,-11.022874,-14.12034,-2.0885105
SP|O57327|Naja_sputatrix,Short-chain,Short-chain,,Secreted,MKT,8.0,,16.950516,8.52777,8.213086,11.324398,9.651178,-0.36541895370857624,-0.37760565068906765,0.15958860804519204,,21.44841,-31.92324,-11.385615,-15.021512,-2.1360507
SP|O73856|Naja_sputatrix,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,,11.210401,0.8550113,9.160043,1.7834779,3.4144988,-0.19934409807813025,0.8968694524292887,-0.006247090851985577,,2.6359046,47.377754,-2.7598023,20.98647,0.8943726
SP|O93471|Naja_sputatrix,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,,11.286238,0.36941546,9.196481,1.6306752,3.1527991,-0.249742863342184,0.8546936986073594,0.025605839576873114,,3.7048082,46.90632,-3.4833965,21.786581,-0.37407076
SP|O93473|Naja_sputatrix,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,,11.249877,0.706441,9.089994,1.8270766,3.4973142,-0.18974548694047563,0.917632600654818,-0.0014801548995699585,,2.8111253,47.654922,-2.757683,21.739761,0.9574906
SP|P60302|Naja_sputatrix,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,,11.382018,0.41840005,9.268408,1.6765122,3.4808135,-0.23509403884368124,0.863909037853014,0.016699059462266595,,3.481354,47.1157,-3.6923935,21.313576,0.23745465
SP|P60311|Naja_sputatrix,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,,12.783195,-0.21501699,10.399818,0.8121173,3.828459,-0.19962013658930888,0.5987902119827758,0.037995778856068425,,3.1577039,40.60026,-3.3107467,18.318174,-5.0668783
SP|P60772|Naja_sputatrix,Short-chain,Short-chain,,Secreted,,8.0,,16.65038,7.6483893,8.503564,10.69485,10.121789,-0.42014529219952784,-0.29838103170570185,0.23358767622787174,,25.291298,-31.900755,-14.481238,-13.785543,-1.4923322
SP|Q9PSN6|Naja_sputatrix,Short-chain,Short-chain,,Secreted,,8.0,,17.147352,8.613395,8.235563,11.434595,9.81161,-0.386299694537102,-0.4363050216032742,0.17706615774016898,,20.487629,-32.078354,-10.46433,-15.015391,-1.3460308
SP|Q9YGJ5|Naja_sputatrix,Short-chain,Short-chain,,Secreted,MKT,8.0,,16.82987,8.40258,8.2805605,11.01706,9.351121,-0.340702530733654,-0.3775593627895753,0.16200231729232853,,21.524897,-32.158775,-11.534698,-14.497321,-1.883261
SP|Q9YGJ6|Naja_sputatrix,Short-chain,Short-chain,,Secreted,MKT,8.0,,16.786272,8.388439,8.2908325,11.140732,9.570223,-0.3419397715801538,-0.39671486518646865,0.17509537571609352,,21.61318,-32.430798,-11.437327,-14.289533,-2.3633914
NCBI|NAJSU_GIJM01003258.1_C442_182|Naja_subfulva,Long-chain,Long-chain,,Secreted,,10.0,,11.943957,19.750795,4.1112885,14.593181,0.5679162,-0.3020594605602857,-0.11943518104167022,0.13059293494304522,,-15.085513,-43.784706,2.07328,-17.351011,-4.375597
NCBI|NAJSU_GIJM01003390.1_C487_248|Naja_subfulva,Long-chain,Long-chain,,Secreted,,10.0,,11.351384,20.0142,4.5603366,14.798129,0.1921087,-0.2811397858390064,-0.17367220668973812,0.14901312349191556,,-16.006231,-46.60492,0.3294029,-16.249838,-6.321714
